"ID","quality"
6021,"9"
6022,"10"
6023,"9"
6024,"9"
6025,"9"
6026,"9"
6027,"9"
6028,"10"
6029,"9"
6030,"9"
6031,"9"
6032,"8"
6033,"9"
6034,"9"
6035,"9"
6036,"9"
6037,"9"
6038,"9"
6039,"9"
6040,"9"
6041,"9"
6042,"9"
6043,"9"
6044,"9"
6045,"8"
6046,"9"
6047,"10"
6048,"9"
6049,"9"
6050,"8"
6051,"9"
6052,"9"
6053,"9"
6054,"9"
6055,"9"
6056,"9"
6057,"9"
6058,"9"
6059,"9"
6060,"9"
6061,"9"
6062,"9"
6063,"9"
6064,"9"
6065,"10"
6066,"9"
6067,"9"
6068,"9"
6069,"9"
6070,"9"
6071,"9"
6072,"9"
6073,"9"
6074,"9"
6075,"9"
6076,"8"
6077,"9"
6078,"9"
6079,"9"
6080,"9"
6081,"9"
6082,"10"
6083,"9"
6084,"9"
6085,"9"
6086,"8"
6087,"9"
6088,"9"
6089,"10"
6090,"9"
6091,"9"
6092,"9"
6093,"9"
6094,"9"
6095,"9"
6096,"9"
6097,"9"
6098,"9"
6099,"9"
6100,"9"
6101,"9"
6102,"9"
6103,"9"
6104,"9"
6105,"9"
6106,"9"
6107,"9"
6108,"9"
6109,"9"
6110,"9"
6111,"9"
6112,"9"
6113,"9"
6114,"9"
6115,"9"
6116,"9"
6117,"10"
6118,"10"
6119,"9"
6120,"10"
6121,"9"
6122,"9"
6123,"9"
6124,"9"
6125,"9"
6126,"9"
6127,"9"
6128,"9"
6129,"8"
6130,"9"
6131,"9"
6132,"9"
6133,"9"
6134,"9"
6135,"9"
6136,"9"
6137,"9"
6138,"10"
6139,"9"
6140,"9"
6141,"9"
6142,"10"
6143,"9"
6144,"8"
6145,"8"
6146,"9"
6147,"9"
6148,"9"
6149,"9"
6150,"9"
6151,"9"
6152,"10"
6153,"10"
6154,"9"
6155,"9"
6156,"9"
6157,"9"
6158,"9"
6159,"9"
6160,"9"
6161,"10"
6162,"9"
6163,"9"
6164,"9"
6165,"10"
6166,"9"
6167,"9"
6168,"9"
6169,"9"
6170,"9"
6171,"8"
6172,"9"
6173,"10"
6174,"9"
6175,"9"
6176,"9"
6177,"9"
6178,"9"
6179,"9"
6180,"9"
6181,"9"
6182,"9"
6183,"9"
6184,"9"
6185,"9"
6186,"10"
6187,"9"
6188,"9"
6189,"9"
6190,"9"
6191,"9"
6192,"9"
6193,"9"
6194,"9"
6195,"9"
6196,"9"
6197,"9"
6198,"9"
6199,"9"
6200,"10"
6201,"9"
6202,"10"
6203,"9"
6204,"9"
6205,"9"
6206,"10"
6207,"8"
6208,"9"
6209,"9"
6210,"9"
6211,"9"
6212,"9"
6213,"9"
6214,"8"
6215,"9"
6216,"9"
6217,"9"
6218,"9"
6219,"9"
6220,"9"
6221,"9"
6222,"9"
6223,"9"
6224,"9"
6225,"9"
6226,"9"
6227,"9"
6228,"9"
6229,"9"
6230,"10"
6231,"9"
6232,"9"
6233,"10"
6234,"9"
6235,"9"
6236,"9"
6237,"9"
6238,"9"
6239,"9"
6240,"8"
6241,"9"
6242,"9"
6243,"9"
6244,"9"
6245,"9"
6246,"9"
6247,"9"
6248,"8"
6249,"10"
6250,"9"
6251,"9"
6252,"9"
6253,"10"
6254,"9"
6255,"9"
6256,"9"
6257,"9"
6258,"9"
6259,"10"
6260,"9"
6261,"9"
6262,"9"
6263,"9"
6264,"9"
6265,"9"
6266,"9"
6267,"9"
6268,"10"
6269,"9"
6270,"9"
6271,"9"
6272,"9"
6273,"9"
6274,"9"
6275,"9"
6276,"10"
6277,"10"
6278,"9"
6279,"9"
6280,"9"
6281,"9"
6282,"9"
6283,"9"
6284,"9"
6285,"9"
6286,"10"
6287,"9"
6288,"10"
6289,"9"
6290,"9"
6291,"9"
6292,"10"
6293,"8"
6294,"10"
6295,"9"
6296,"9"
6297,"9"
6298,"9"
6299,"8"
6300,"9"
6301,"9"
6302,"9"
6303,"8"
6304,"9"
6305,"9"
6306,"9"
6307,"9"
6308,"9"
6309,"9"
6310,"9"
6311,"9"
6312,"9"
6313,"9"
6314,"9"
6315,"10"
6316,"9"
6317,"10"
6318,"9"
6319,"9"
6320,"9"
6321,"9"
6322,"9"
6323,"9"
6324,"8"
6325,"9"
6326,"9"
6327,"8"
6328,"9"
6329,"8"
6330,"9"
6331,"9"
6332,"9"
6333,"9"
6334,"9"
6335,"9"
6336,"9"
6337,"9"
6338,"9"
6339,"8"
6340,"9"
6341,"9"
6342,"9"
6343,"10"
6344,"9"
6345,"9"
6346,"10"
6347,"9"
6348,"9"
6349,"9"
6350,"9"
6351,"10"
6352,"9"
6353,"9"
6354,"9"
6355,"9"
6356,"9"
6357,"9"
6358,"9"
6359,"9"
6360,"9"
6361,"9"
6362,"10"
6363,"9"
6364,"9"
6365,"9"
6366,"9"
6367,"9"
6368,"9"
6369,"10"
6370,"9"
6371,"9"
6372,"9"
6373,"10"
6374,"9"
6375,"10"
6376,"9"
6377,"9"
6378,"9"
6379,"9"
6380,"10"
6381,"9"
6382,"9"
6383,"9"
6384,"8"
6385,"8"
6386,"8"
6387,"9"
6388,"8"
6389,"9"
6390,"9"
6391,"10"
6392,"9"
6393,"9"
6394,"9"
6395,"9"
6396,"10"
6397,"9"
6398,"8"
6399,"9"
6400,"9"
6401,"9"
6402,"9"
6403,"9"
6404,"9"
6405,"9"
6406,"9"
6407,"9"
6408,"9"
6409,"9"
6410,"9"
6411,"10"
6412,"9"
6413,"9"
6414,"10"
6415,"9"
6416,"9"
6417,"9"
6418,"9"
6419,"10"
6420,"9"
6421,"9"
6422,"9"
6423,"8"
6424,"9"
6425,"9"
6426,"9"
6427,"8"
6428,"9"
6429,"10"
6430,"9"
6431,"9"
6432,"9"
6433,"9"
6434,"9"
6435,"9"
6436,"9"
6437,"10"
6438,"9"
6439,"9"
6440,"9"
6441,"10"
6442,"9"
6443,"9"
6444,"9"
6445,"9"
6446,"9"
6447,"9"
6448,"9"
6449,"9"
6450,"10"
6451,"8"
6452,"9"
6453,"9"
6454,"9"
6455,"9"
6456,"9"
6457,"8"
6458,"9"
6459,"9"
6460,"9"
6461,"9"
6462,"9"
6463,"9"
6464,"9"
6465,"10"
6466,"9"
6467,"9"
6468,"9"
6469,"9"
6470,"10"
6471,"10"
6472,"9"
6473,"10"
6474,"9"
6475,"9"
6476,"8"
6477,"9"
6478,"9"
6479,"10"
6480,"10"
6481,"10"
6482,"9"
6483,"9"
6484,"9"
6485,"10"
6486,"9"
6487,"9"
6488,"9"
6489,"9"
6490,"9"
6491,"9"
6492,"9"
6493,"9"
6494,"9"
6495,"9"
6496,"9"
6497,"9"
